"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"11076","Employé / Employée de consignation maritime","N1202","Z","J"
"11077","Gestion des opérations de circulation internationale des marchandises","N1202","Z","J"
"11078","Agent / Agente de transit aérien","N1202","Z","J"
"11079","Employé / Employée de transit","N1202","Z","J"
"11080","Agent / Agente de transit maritime","N1202","Z","J"
"11081","Agent déclarant / Agente déclarante en douane","N1202","Z","J"
"11082","Employé / Employée d'exploitation de transit aérien","N1202","Z","J"
"11083","Gestionnaire administratif / administrative douane","N1202","Z","J"
"11084","Agent / Agente de transit import","N1202","Z","J"
"11085","Employé / Employée de transit maritime","N1202","Z","J"
"11086","Technicien / Technicienne d'opérations multi modales de transport international de marchandises","N1202","Z","J"
"11087","Technicien / Technicienne gestion douanière","N1202","Z","J"
"11088","Technicien / Technicienne gestionnaire de transit","N1202","Z","J"
"11089","Employé / Employée de cotation maritime","N1202","Z","J"
"11090","Agent / Agente de fret aérien","N1202","Z","J"
"11091","Agent / Agente de transit","N1202","Z","J"
"11092","Employé / Employée de réservation fret maritime -booking-","N1202","Z","J"
"11093","Employé / Employée de transit international","N1202","Z","J"
"11094","Commissionnaire en douane","N1202","Z","J"
"11095","Chef de service transit","N1202","Z","J"
"11096","Consignataire maritime","N1202","Z","J"
"11097","Responsable de service transit international","N1202","Z","J"
"11098","Chef de groupe transit","N1202","Z","J"
"11099","Employé / Employée de courtage maritime","N1202","Z","J"
"11100","Taxateur / Taxatrice","N1202","Z","J"
"11101","Personnel d'encadrement","N13",NA,NA
"11102","Chef de projet logistique","N1301","Z","J"
"11103","Responsable de la logistique distribution","N1301","Z","J"
"11104","Responsable de la logistique transport","N1301","Z","J"
"11105","Consultant / Consultante logistique","N1301","Z","J"
"11106","Chargé / Chargée de gestion logistique","N1301","Z","J"
"11107","Supply chain manager","N1301","Z","J"
"11108","Conception et organisation de la chaîne logistique","N1301","Z","J"
"11109","Coordonnateur / Coordonnatrice de projet logistique humanitaire","N1301","Z","J"
"11110","Responsable de la logistique approvisionnement","N1301","Z","J"
"11111","Responsable méthodes logistique","N1301","Z","J"
"11112","Responsable logistique","N1301","Z","J"
"11113","Chargé / Chargée d'organisation logistique","N1301","Z","J"
"11114","Analyste logistique","N1301","Z","J"
"11115","Responsable de l'organisation de la chaîne logistique","N1301","Z","J"
"11116","Directeur / Directrice des services logistiques","N1301","Z","J"
"11117","Ingénieur / Ingénieure logistique","N1301","Z","J"
"11118","Directeur / Directrice logistique","N1301","Z","J"
"11119","Direction de site logistique","N1302","Z","J"
"11120","Responsable d'entrepôt","N1302","Z","J"
"11121","Responsable d'exploitation de site d'entreposage","N1302","Z","J"
"11122","Directeur / Directrice de site logistique","N1302","Z","J"
"11123","Directeur / Directrice de site(s) d'entreposage","N1302","Z","J"
"11124","Responsable plate-forme expédition/livraison","N1302","Z","J"
"11125","Responsable univers logistique distribution","N1302","Z","J"
"11126","Coordinateur / Coordinatrice de site logistique","N1302","Z","J"
"11127","Responsable de site d'entreposage","N1302","Z","J"
"11128","Directeur / Directrice d'exploitation de site logistique","N1302","Z","J"
"11129","Responsable entrepôt logistique","N1302","Z","J"
"11130","Responsable de plate-forme logistique","N1302","Z","J"
"11131","Responsable de magasin de pièces de rechange","N1302","Z","J"
"11132","Responsable d'exploitation de site logistique","N1302","Z","J"
"11133","Agréeur / Agréeuse commerce de gros","N1303","J","Z"
"11134","Chef d'équipe en entrepôt","N1303","J","Z"
"11135","Agent / Agente technique du service des essences des armées","N1303","J","Z"
"11136","Assistant / Assistante logistique","N1303","J","Z"
"11137","Chef de patrouille appui mouvement de l'armée","N1303","J","Z"
"11138","Animateur / Animatrice logistique","N1303","J","Z"
"11139","Intervention technique d'exploitation logistique","N1303","J","Z"
"11140","Chef d'escouade régulation ravitaillement","N1303","J","Z"
"11141","Chef magasinier / magasinière","N1303","J","Z"
"11142","Responsable gestionnaire des stocks","N1303","J","Z"
"11143","Chef de quai logistique","N1303","J","Z"
"11144","Assistant / Assistante d'exploitation logistique","N1303","J","Z"
"11145","Répartiteur / Répartitrice de dépôt logistique","N1303","J","Z"
"11146","Chef de service logistique","N1303","J","Z"
"11147","Technicien / Technicienne en méthodes et exploitation logistique","N1303","J","Z"
"11148","Chef de quai réception/expédition","N1303","J","Z"
"11149","Technicien / Technicienne logistique approvisionnements","N1303","J","Z"
"11150","Technicien / Technicienne logistique avitaillement","N1303","J","Z"
"11151","Technicien / Technicienne logistique entrepôt","N1303","J","Z"
"11152","Technicien / Technicienne logistique ","N1303","J","Z"
"11153","Logisticien / Logisticienne","N1303","J","Z"
"11154","Technicien / Technicienne logistique service expédition","N1303","J","Z"
"11155","Technicien / Technicienne logistique service réception","N1303","J","Z"
"11156","Sous-officier / Sous-officière soutien pétrolier","N1303","J","Z"
"11157","Technicien / Technicienne responsable magasinage","N1303","J","Z"
"11158","Chef de régulation ravitaillement de l'armée","N1303","J","Z"
"11159","Technicien / Technicienne de dépôt garde-meubles","N1303","J","Z"
"11160","Superviseur / Superviseuse d'opérations logistiques","N1303","J","Z"
"11161","Chef d'escouade d'ensemble porte blindés","N1303","J","Z"
"11162","Coordonnateur / Coordonnatrice logistique de distribution d'imprimés","N1303","J","Z"
"11163","Superviseur / Superviseuse de ligne logistique","N1303","J","Z"
"11164","Approvisionneur / Approvisionneuse logistique","N1303","J","Z"
"11165","Conseiller / Conseillère logistique entrepôt","N1303","J","Z"
"11166","Technicien / Technicienne logistique responsable stocks","N1303","J","Z"
"11167","Technicien / Technicienne logistique transport","N1303","J","Z"
"11168","Technicien / Technicienne logistique humanitaire","N1303","J","Z"
"11169","Transport aérien et activités aéroportuaires","N2",NA,NA
"11170","Personnel navigant du transport aérien","N21",NA,NA
"11171","Chef de cabine navigant aérien","N2101","J","Z"
"11172","Personnel Navigant Commercial -PNC-","N2101","J","Z"
"11173","Steward / Hôtesse de l'air","N2101","J","Z"
"11174","Instructeur / Instructrice Personnel Navigant Commercial -PNC-","N2101","J","Z"
"11175","Navigation commerciale aérienne","N2101","J","Z"
"11176","Chef du personnel navigant commercial","N2101","J","Z"
"11177","Membre d'équipage de cabine","N2101","J","Z"
"11178","Steward / Hôtesse navigant aérien","N2101","J","Z"
"11179","Technicien / Technicienne sécurité cabine de l'armée","N2101","J","Z"
"11180","Copilote d'aéronef","N2102","J","Z"
"11181","Instructeur / Instructrice simulateur de vol","N2102","J","Z"
"11182","Chef pilote aéronautique","N2102","J","Z"
"11183","Ingénieur navigant, navigateur / Ingénieure navigante, navigatrice de l'armée","N2102","J","Z"
"11184","Pilotage et navigation technique aérienne","N2102","J","Z"
"11185","Chef Personnel Navigant Technique -PNT-","N2102","J","Z"
"11186","Ingénieur navigant / Ingénieure navigante aéronautique de l'armée","N2102","J","Z"
"11187","Navigateur officier / Navigatrice officière systèmes d'armes de l'armée","N2102","J","Z"
"11188","Commandant / Commandante de bord hélicoptère","N2102","J","Z"
"11189","Pilote d'hélicoptère","N2102","J","Z"
"11190","Pilote de chasse / transport / hélicoptère de l'armée","N2102","J","Z"
"11191","Commandant / Commandante de bord avion","N2102","J","Z"
"11192","Radariste navigateur aérien / navigatrice aérienne de l'armée","N2102","J","Z"
"11193","Technicien détecteur navigateur aérien / Technicienne détectrice navigatrice aérienne de l'armée","N2102","J","Z"
"11194","Pilote instructeur / instructrice aéronautique","N2102","J","Z"
"11195","Pilote professionnel / professionnelle aéronautique","N2102","J","Z"
"11196","Moniteur / Monitrice de simulateur de vol de l'armée","N2102","J","Z"
"11197","Officier / Officière pilote de ligne -OPL-","N2102","J","Z"
"11198","Pilote d'avion","N2102","J","Z"
"11199","Electronicien / Electronicienne de bord navigant de l'armée","N2102","J","Z"
"11200","Pilote de ligne aérienne","N2102","J","Z"
"11201","Pilote d'essais aéronautiques","N2102","J","Z"
"11202","Mécanicien navigant / Mécanicienne navigante aéronautique de l'armée","N2102","J","Z"
"11203","Personnel sédentaire du transport aérien","N22",NA,NA
"11204","Agent / Agente d'escale aéroportuaire","N2201","J","Z"
"11205","Superviseur / Superviseuse passage aéroportuaire","N2201","J","Z"
"11206","Agent / Agente d'accompagnement aéroportuaire de passagers à mobilité réduite","N2201","J","Z"
"11207","Agent / Agente de passage escale aéroportuaire","N2201","J","Z"
"11208","Personnel d'escale aéroportuaire","N2201","J","Z"
"11209","Agent / Agente d'Escale Commerciale aéroportuaire -AEC-","N2201","J","Z"
"11210","Superviseur / Superviseuse d'escale aéroportuaire","N2201","J","Z"
"11211","Agent / Agente des Services Commerciaux en escale aéroportuaire -ASC-","N2201","J","Z"
"11212","Chef de quart contrôleur aérien / contrôleuse aérienne","N2202","J","Z"
"11213","Contrôle de la navigation aérienne","N2202","J","Z"
"11214","Contrôleur / Contrôleuse prévol","N2202","J","Z"
"11215","Chef d'équipe contrôleur aérien / contrôleuse aérienne","N2202","J","Z"
"11216","Contrôleur / Contrôleuse d'aérodrome","N2202","J","Z"
"11217","Contrôleur aérien / Contrôleuse aérienne directeur / directrice d'aérodrome","N2202","J","Z"
"11218","Aiguilleur / Aiguilleuse du ciel","N2202","J","Z"
"11219","Instructeur contrôleur aérien / Instructrice contrôleuse aérienne","N2202","J","Z"
"11220","Contrôleur / Contrôleuse de la navigation aérienne","N2202","J","Z"
"11221","Contrôleur / Contrôleuse de la défense aérienne","N2202","J","Z"
"11222","Contrôleur / Contrôleuse d'aéronautique de l'armée","N2202","J","Z"
"11223","Contrôleur / Contrôleuse d'approche aérienne","N2202","J","Z"
"11224","Contrôleur aérien / Contrôleuse aérienne","N2202","J","Z"
"11225","Contrôleur aérien / Contrôleuse aérienne de la circulation au sol","N2202","J","Z"
"11226","Contrôleur / Contrôleuse militaire des activités aériennes","N2202","J","Z"
"11227","Bagagiste aéroportuaire","N2203","Z","J"
"11228","Agent / Agente de chargement fret aérien -handler-","N2203","Z","J"
"11229","Agent / Agente de handling","N2203","Z","J"
"11230","Chef d'équipe assistant / assistante avion","N2203","Z","J"
"11231","Pushiste avion","N2203","Z","J"
"11232","Ramp handler","N2203","Z","J"
"11233","Tractiste avion","N2203","Z","J"
"11234","Assistant / Assistante avion","N2203","Z","J"
"11235","Assistant / Assistante de piste aéroportuaire","N2203","Z","J"
"11236","Agent / Agente de piste aéroportuaire","N2203","Z","J"
"11237","Agent / Agente de service avion","N2203","Z","J"
"11238","Chargeur / Chargeuse d'avion","N2203","Z","J"
"11239","Chef d'équipe agents de piste aéroportuaire","N2203","Z","J"
"11240","Exploitation des pistes aéroportuaires","N2203","Z","J"
"11241","Agent / Agente de piste d'aéronautique ou de pont d'envol de l'armée","N2203","Z","J"
"11242","Chef avion","N2204","J","Z"
"11243","Chef d'équipe drones","N2204","J","Z"
"11244","Agent / Agente de trafic aérien","N2204","J","Z"
"11245","Coordonnateur / Coordonnatrice avion","N2204","J","Z"
"11246","Coordonnateur / Coordonnatrice de piste aéroport","N2204","J","Z"
"11247","Responsable de préparation de vol","N2204","J","Z"
"11248","Responsable d'exploitation de piste aéroport","N2204","J","Z"
"11249","Agent / Agente d'opérations aériennes","N2204","J","Z"
"11250","Préparation des vols","N2204","J","Z"
"11251","Agent / Agente d'opérations fret aérien","N2204","J","Z"
"11252","Superviseur / Superviseuse trafic aérien","N2204","J","Z"
"11253","Technicien coordinateur / Technicienne coordinatrice avion","N2204","J","Z"
"11254","Technicien préparateur / Technicienne préparatrice de vol","N2204","J","Z"
"11255","Coordinateur / Coordinatrice des opérations de fret aérien","N2204","J","Z"
"11256","Coordonnateur / Coordonnatrice armement catering","N2204","J","Z"
"11257","Superviseur / Superviseuse des opérations de fret aérien","N2204","J","Z"
"11258","Responsable d'exploitation des vols","N2204","J","Z"
"11259","Coordonnateur / Coordonnatrice handling","N2204","J","Z"
"11260","Agent / Agente d'opérations aériennes de l'armée","N2204","J","Z"
"11261","Superviseur / Superviseuse des opérations aériennes","N2204","J","Z"
"11262","Technicien superviseur / Technicienne superviseuse de vol","N2204","J","Z"
"11263","Agent / Agente technique de préparation des vols","N2204","J","Z"
